Unnamed: 0.1,FSA,LANDAREA,Bachelor's degree or higher,"Car, truck or van - as a driver","Car, truck or van - as a passenger",Couple-family households,Employed,Employee,Median age of the population,Median total income of household in 2020 ($),Permanent position,"Population, 2021",Temporary position,With children,population_density,Unnamed: 0,latitude,longitude,education_rate,employment_rate,has_store,distance_to_nearest_store,region,region_GTA,region_Other Ontario,region_Ottawa,region_Toronto,opportunity_score
174,L5N,32.8959,22200.0,20795.0,2305.0,16600.0,41920.0,40715.0,40.4,123000.0,35030.0,83700.0,5685.0,720.0,2544.3900303685264,219.0,43.590586461107286,-79.75992310519061,26.523297491039425,50.08363201911589,False,12.655588567944612,GTA,True,False,False,False,58.37587153372291
198,L6Z,14.4623,6800.0,9510.0,980.0,5710.0,16295.0,15370.0,38.4,119000.0,13160.0,33888.0,2210.0,355.0,2343.195757244698,243.0,43.72598635550126,-79.79696619242358,20.066100094428705,48.08486779981114,False,21.779833855143675,GTA,True,False,False,False,39.190263257299875
